source_ip,destination_ip,source_port,destination_port,protocol,packet_size,duration,failed_login_attempts,login_success,country,timestamp,attack_type,label
244.130.166.88,10.0.116.134,52991,4444,TCP,546,18993.17,0,1,Canada,21-01-2025 10:31,Malware,1
210.30.57.44,172.16.97.231,65520,40283,TCP,40,0.0001,0,0,Brazil,17-01-2025 23:53,Port Scan,1
205.132.7.126,172.16.178.242,2589,59061,TCP,40,0.0001,0,0,United States,21-01-2025 23:36,Port Scan,1
65.155.187.45,10.0.101.128,30222,22,HTTPS,300,3.797,0,1,Russia,12-01-2025 08:34,Normal,0
105.188.189.234,192.168.52.87,51167,4444,TCP,579,13518.6,0,1,Japan,20-01-2025 10:08,Malware,1
89.218.179.33,172.16.212.224,32537,443,DNS,857,3.435,0,1,France,01-01-2025 11:52,Normal,0
26.177.127.151,192.168.235.7,64758,4444,TCP,690,17496.13,0,1,Germany,23-01-2025 21:04,Malware,1
94.107.224.41,10.0.15.220,24062,53,HTTPS,417,1.675,0,1,Germany,30-01-2025 13:50,Normal,0
60.14.243.112,10.0.200.93,48519,443,HTTPS,1201,93.243,6,0,Iran,06-01-2025 14:28,Phishing,1
115.69.79.211,10.0.14.187,49593,443,HTTPS,533,4.49,0,1,United Kingdom,06-01-2025 05:48,Normal,0
228.120.239.220,192.168.99.23,21681,22,SSH,58,0.243,385,0,China,05-01-2025 02:55,Brute Force,1
177.245.156.172,10.0.165.122,30932,22,SSH,73,0.356,360,0,Germany,28-01-2025 02:38,Brute Force,1
40.158.230.197,10.0.3.78,46825,34417,TCP,40,0.0001,0,0,Russia,03-01-2025 22:42,Port Scan,1
70.191.185.126,172.16.126.47,27542,53,TCP,612,4.843,0,1,United Kingdom,15-01-2025 20:48,Normal,0
133.134.71.163,10.0.13.165,35958,53,TCP,633,3.634,0,1,China,12-01-2025 07:44,Normal,0
191.180.96.164,172.16.188.30,7490,443,HTTP,863,1.634,0,1,France,10-01-2025 10:17,Normal,0
163.177.186.30,10.0.80.202,32445,443,TCP,1495,0.000548,0,0,South Korea,29-01-2025 13:45,DDoS,1
123.122.35.129,10.0.13.229,23777,22,TCP,361,3.42,0,1,United States,04-01-2025 08:16,Normal,0
187.222.145.76,10.0.42.215,19903,22,SSH,52,0.146,407,0,China,11-01-2025 08:09,Brute Force,1
144.152.130.254,10.0.249.115,38189,4444,TCP,622,16312.18,0,1,Canada,27-01-2025 22:34,Malware,1
28.22.112.76,10.0.49.205,30477,22,HTTPS,431,3.144,0,1,India,02-01-2025 16:49,Normal,0
85.47.252.66,10.0.197.49,48489,22,TCP,513,4.645,0,1,United States,29-01-2025 21:05,Normal,0
179.181.234.171,172.16.203.25,25981,22,SSH,95,0.303,439,0,United States,19-01-2025 02:27,Brute Force,1
148.164.187.211,192.168.85.42,55748,12425,TCP,40,0.0001,0,0,Germany,24-01-2025 14:40,Port Scan,1
236.235.10.228,172.16.140.227,10813,443,HTTP,588,1.007,0,1,Germany,20-01-2025 20:52,Normal,0
146.143.198.7,172.16.144.113,44939,443,DNS,792,0.758,0,1,Ukraine,16-01-2025 16:10,Normal,0
2.116.210.67,192.168.185.2,31232,443,HTTP,598,1.246,0,1,South Korea,17-01-2025 14:53,Normal,0
68.132.60.146,172.16.241.75,8742,15255,TCP,40,0.0001,0,0,China,25-01-2025 21:39,Port Scan,1
211.195.140.131,172.16.100.158,50470,443,HTTP,872,2.095,0,1,Iran,11-01-2025 17:35,Normal,0
144.160.205.90,172.16.121.158,24276,6429,TCP,40,0.0001,0,0,France,05-01-2025 22:13,Port Scan,1
165.47.225.63,10.0.81.92,51075,80,HTTPS,868,2.569,0,1,China,07-01-2025 15:16,Normal,0
236.100.103.176,172.16.86.145,55727,57388,TCP,40,0.0001,0,0,Brazil,03-01-2025 13:59,Port Scan,1
197.248.38.7,172.16.151.36,53206,443,TCP,1489,0.000623,0,0,Russia,03-01-2025 22:04,DDoS,1
15.108.156.139,192.168.118.25,48898,22,DNS,397,4.888,0,1,China,10-01-2025 06:34,Normal,0
91.173.192.159,10.0.1.101,27595,443,HTTPS,802,2.411,0,1,United Kingdom,26-01-2025 15:22,Normal,0
241.18.240.13,192.168.48.80,27099,443,HTTPS,871,2.837,0,1,Ukraine,22-01-2025 04:15,Normal,0
50.67.219.197,192.168.245.133,65524,53,HTTP,553,2.67,0,1,Iran,27-01-2025 14:00,Normal,0
165.61.249.3,172.16.40.221,55581,80,TCP,340,2.265,0,1,Russia,16-01-2025 04:05,Normal,0
45.112.179.116,192.168.124.46,41948,443,TCP,1457,0.000855,0,0,United States,28-01-2025 22:51,DDoS,1
237.176.21.206,10.0.221.159,29889,443,TCP,1499,0.000237,0,0,United States,17-01-2025 11:06,DDoS,1
93.150.238.92,192.168.72.175,37307,4444,TCP,844,14005.78,0,1,United States,09-01-2025 00:05,Malware,1
161.174.101.28,172.16.159.98,20784,443,TCP,1474,0.000106,0,0,Brazil,03-01-2025 16:31,DDoS,1
30.203.2.49,10.0.92.55,42999,443,HTTP,856,1.125,0,1,Brazil,02-01-2025 16:14,Normal,0
76.27.171.143,10.0.189.5,58256,53,DNS,418,1.877,0,1,China,11-01-2025 00:59,Normal,0
68.164.158.91,172.16.176.218,37278,80,HTTPS,882,1.13,0,1,China,01-01-2025 02:51,Normal,0
173.33.189.161,172.16.6.33,3390,22,SSH,43,0.211,465,0,India,01-01-2025 11:53,Brute Force,1
70.81.17.103,172.16.117.170,62266,53,TCP,751,3.385,0,1,Canada,22-01-2025 06:09,Normal,0
175.202.85.20,192.168.3.146,18884,22,SSH,83,0.372,167,0,Russia,28-01-2025 07:45,Brute Force,1
253.201.13.32,192.168.126.50,59900,21,FTP,162670,614,0,1,Russia,03-01-2025 09:58,Data Exfiltration,1
4.110.43.95,172.16.104.200,31069,18753,TCP,40,0.0001,0,0,Germany,20-01-2025 16:29,Port Scan,1
122.107.198.243,10.0.73.40,39483,443,TCP,1489,0.000609,0,0,United Kingdom,15-01-2025 03:46,DDoS,1
42.76.60.33,10.0.230.39,27423,443,HTTP,574,2.666,0,1,China,24-01-2025 04:03,Normal,0
217.188.235.119,172.16.70.177,5489,80,TCP,1477,0.000658,0,0,United Kingdom,27-01-2025 23:00,DDoS,1
20.180.59.26,10.0.190.60,48376,22,HTTP,784,1.933,0,1,Russia,22-01-2025 16:01,Normal,0
17.176.61.225,192.168.235.171,21084,22,SSH,59,0.328,452,0,United States,18-01-2025 03:39,Brute Force,1
215.139.82.187,192.168.133.230,17350,4444,TCP,710,11785.65,0,1,United Kingdom,11-01-2025 16:27,Malware,1
56.125.170.242,192.168.119.145,57665,443,TCP,1452,0.00063,0,0,Germany,19-01-2025 20:36,DDoS,1
163.232.240.134,172.16.191.156,18848,22,TCP,554,3.062,0,1,France,28-01-2025 03:47,Normal,0
41.188.220.203,192.168.183.201,15799,4444,TCP,672,10699.03,0,1,Ukraine,26-01-2025 15:55,Malware,1
35.69.185.36,172.16.141.86,54438,443,HTTPS,623,4.54,0,1,United States,11-01-2025 11:06,Normal,0
102.203.63.53,10.0.208.20,5542,22,DNS,493,2.52,0,1,Germany,02-01-2025 02:07,Normal,0
162.128.47.193,172.16.77.31,55154,80,TCP,1477,0.000703,0,0,Nigeria,22-01-2025 18:25,DDoS,1
129.154.161.10,192.168.206.75,45484,22,DNS,961,3.078,0,1,Canada,23-01-2025 15:12,Normal,0
229.30.246.40,192.168.204.143,10883,80,HTTP,313,1.27,0,1,United Kingdom,07-01-2025 22:58,Normal,0
180.83.176.84,192.168.172.18,49820,4444,TCP,870,12164.94,0,1,Russia,07-01-2025 20:42,Malware,1
106.155.171.71,192.168.90.82,44236,443,TCP,1455,0.000416,0,0,China,23-01-2025 22:39,DDoS,1
99.116.220.39,172.16.44.17,55765,22,TCP,583,0.58,0,1,China,11-01-2025 11:45,Normal,0
241.100.79.70,192.168.168.223,40992,54699,TCP,40,0.0001,0,0,South Korea,05-01-2025 18:35,Port Scan,1
231.218.168.131,192.168.168.1,14112,4444,TCP,896,10463.81,0,1,South Korea,07-01-2025 21:20,Malware,1
153.45.137.69,10.0.237.43,49049,80,DNS,501,1.762,0,1,Iran,02-01-2025 13:08,Normal,0
147.162.211.132,172.16.13.53,22028,80,TCP,1498,0.000727,0,0,China,19-01-2025 03:46,DDoS,1
16.5.36.88,192.168.64.226,10511,53,DNS,939,2.792,0,1,Russia,02-01-2025 20:09,Normal,0
115.107.7.219,172.16.146.207,60429,80,TCP,1492,0.000589,0,0,United Kingdom,14-01-2025 01:01,DDoS,1
174.70.250.16,172.16.211.152,22823,22,SSH,42,0.413,284,0,South Korea,21-01-2025 22:22,Brute Force,1
199.3.81.50,172.16.164.106,30530,22,DNS,811,3.698,0,1,United States,13-01-2025 11:51,Normal,0
237.11.187.42,192.168.112.109,4200,22,TCP,875,4.465,0,1,Germany,18-01-2025 17:58,Normal,0
169.63.210.244,10.0.65.82,39200,80,TCP,1485,0.000486,0,0,Netherlands,08-01-2025 08:23,DDoS,1
193.146.132.208,10.0.19.30,41154,443,TCP,1468,0.000922,0,0,Russia,03-01-2025 12:44,DDoS,1
98.192.55.193,10.0.83.218,13301,4444,TCP,587,13435.42,0,1,Japan,25-01-2025 12:33,Malware,1
66.40.192.82,172.16.139.7,51318,22,TCP,561,1.576,0,1,France,13-01-2025 13:13,Normal,0
120.164.180.9,192.168.204.47,10226,54974,TCP,40,0.0001,0,0,China,15-01-2025 12:21,Port Scan,1
35.224.162.239,192.168.156.89,20584,443,HTTPS,906,68.296,5,0,Germany,22-01-2025 21:07,Phishing,1
225.250.195.68,10.0.122.18,49868,53,HTTP,439,1.509,0,1,Brazil,25-01-2025 00:33,Normal,0
176.170.7.118,10.0.249.226,46871,80,TCP,1482,0.00076,0,0,Japan,04-01-2025 12:39,DDoS,1
106.116.22.222,172.16.133.195,61552,80,TCP,1459,0.00043,0,0,Germany,28-01-2025 13:07,DDoS,1
69.50.106.82,192.168.197.149,7888,21,FTP,355346,595.15,0,1,Iran,28-01-2025 04:37,Data Exfiltration,1
174.197.159.125,192.168.155.239,62583,22,SSH,86,0.466,216,0,United States,27-01-2025 19:39,Brute Force,1
97.107.145.72,172.16.96.105,58133,443,TCP,1496,0.000661,0,0,China,20-01-2025 13:26,DDoS,1
6.198.21.218,192.168.224.141,38910,53,TCP,925,3.418,0,1,Russia,05-01-2025 02:32,Normal,0
4.3.2.63,172.16.127.13,44467,443,HTTPS,610,1.461,0,1,China,17-01-2025 10:14,Normal,0
238.76.74.3,172.16.195.87,15737,22,SSH,57,0.418,226,0,United States,20-01-2025 18:45,Brute Force,1
81.8.205.116,172.16.72.27,37249,22,SSH,58,0.241,428,0,Brazil,21-01-2025 17:39,Brute Force,1
3.246.138.238,172.16.180.23,58021,21,FTP,343638,629.93,0,1,United States,16-01-2025 11:15,Data Exfiltration,1
236.223.135.186,192.168.127.101,28711,22,HTTP,394,0.711,0,1,United States,08-01-2025 00:15,Normal,0
51.19.3.100,192.168.59.170,16712,443,TCP,1461,0.000354,0,0,United States,28-01-2025 14:02,DDoS,1
134.101.80.17,10.0.170.83,19097,80,DNS,959,2.209,0,1,Russia,30-01-2025 13:44,Normal,0
208.66.103.249,192.168.63.161,32904,53,HTTPS,765,2.844,0,1,United States,15-01-2025 11:16,Normal,0
155.200.47.208,192.168.39.143,7465,28014,TCP,40,0.0001,0,0,India,20-01-2025 13:52,Port Scan,1
11.217.90.170,10.0.214.207,27246,32132,TCP,40,0.0001,0,0,India,03-01-2025 20:53,Port Scan,1
102.136.54.242,10.0.107.147,6688,22,HTTPS,826,4.217,0,1,Brazil,12-01-2025 21:28,Normal,0
177.36.62.46,10.0.222.77,33334,22,HTTPS,550,4.376,0,1,United States,25-01-2025 04:27,Normal,0
66.146.82.222,10.0.94.235,40806,22,SSH,53,0.204,285,0,Brazil,22-01-2025 11:09,Brute Force,1
176.166.167.206,10.0.71.106,39667,443,HTTPS,601,119.934,9,0,India,10-01-2025 12:06,Phishing,1
57.180.11.105,172.16.127.174,65037,443,TCP,349,3.712,0,1,United Kingdom,06-01-2025 03:00,Normal,0
156.44.136.135,172.16.15.210,38766,22,SSH,42,0.136,123,0,United Kingdom,29-01-2025 00:43,Brute Force,1
8.116.129.221,10.0.159.33,18276,4444,TCP,722,17831.9,0,1,Russia,27-01-2025 11:34,Malware,1
22.67.253.62,192.168.232.30,40400,443,TCP,1468,0.000984,0,0,India,08-01-2025 03:05,DDoS,1
104.129.216.150,10.0.24.35,30165,22,SSH,74,0.289,250,0,United States,09-01-2025 01:47,Brute Force,1
218.176.114.65,10.0.127.160,41285,80,DNS,587,0.634,0,1,United States,15-01-2025 01:42,Normal,0
231.2.21.46,192.168.151.208,44403,80,TCP,1469,0.000246,0,0,South Korea,24-01-2025 12:32,DDoS,1
178.97.159.60,172.16.151.194,3658,4444,TCP,671,18641.2,0,1,Brazil,19-01-2025 04:41,Malware,1
112.11.29.82,172.16.219.153,30762,22,SSH,50,0.34,126,0,Russia,16-01-2025 04:24,Brute Force,1
26.88.169.42,10.0.204.197,32191,443,TCP,494,0.964,0,1,France,24-01-2025 04:01,Normal,0
18.117.5.96,172.16.254.242,16842,80,DNS,753,1.489,0,1,Canada,15-01-2025 15:33,Normal,0
185.83.179.161,172.16.52.200,21891,443,TCP,1465,0.000443,0,0,Canada,06-01-2025 06:23,DDoS,1
186.65.99.24,172.16.216.215,17770,443,HTTPS,1291,55.486,8,0,China,04-01-2025 21:37,Phishing,1
125.80.14.6,172.16.103.69,18004,80,TCP,865,3.71,0,1,South Korea,07-01-2025 21:11,Normal,0
12.87.86.152,192.168.33.150,38989,22,SSH,52,0.492,237,0,China,02-01-2025 01:24,Brute Force,1
152.187.77.39,10.0.110.42,34788,80,TCP,1450,0.000882,0,0,United States,29-01-2025 20:06,DDoS,1
38.186.75.115,172.16.27.142,49354,443,TCP,1460,0.000945,0,0,United States,23-01-2025 15:57,DDoS,1
185.170.123.146,10.0.65.119,2835,53,TCP,628,1.248,0,1,Netherlands,11-01-2025 09:02,Normal,0
68.211.35.59,172.16.59.71,17198,80,TCP,1486,0.000933,0,0,Ukraine,01-01-2025 17:44,DDoS,1
4.175.123.61,172.16.51.147,32729,35483,TCP,40,0.0001,0,0,United States,14-01-2025 01:18,Port Scan,1
152.39.11.221,192.168.118.105,51635,56209,TCP,40,0.0001,0,0,United States,07-01-2025 16:18,Port Scan,1
188.243.212.173,192.168.169.106,37378,22,SSH,55,0.205,388,0,Germany,01-01-2025 22:06,Brute Force,1
7.77.50.169,10.0.227.254,9210,443,HTTPS,1386,55.673,8,0,China,10-01-2025 02:06,Phishing,1
87.22.48.161,172.16.247.99,51519,22,TCP,854,3.474,0,1,India,01-01-2025 13:00,Normal,0
7.195.102.22,192.168.73.167,19567,80,HTTP,518,3.987,0,1,Russia,30-01-2025 10:43,Normal,0
17.36.108.181,192.168.208.226,3213,59940,TCP,40,0.0001,0,0,China,23-01-2025 05:23,Port Scan,1
242.61.156.22,192.168.34.63,63348,443,HTTP,841,3.628,0,1,China,04-01-2025 21:24,Normal,0
126.242.245.22,172.16.246.15,8693,23055,TCP,40,0.0001,0,0,China,16-01-2025 21:21,Port Scan,1
127.51.210.142,172.16.254.215,8316,53,DNS,440,2.727,0,1,Germany,27-01-2025 20:01,Normal,0
205.36.208.18,10.0.247.226,10623,53,DNS,702,1.964,0,1,China,18-01-2025 17:10,Normal,0
16.144.216.192,10.0.211.167,29043,2028,TCP,40,0.0001,0,0,Iran,26-01-2025 17:36,Port Scan,1
64.77.131.243,172.16.255.226,25532,443,HTTP,381,2.167,0,1,Germany,16-01-2025 15:47,Normal,0
185.237.157.25,192.168.226.40,1532,80,DNS,506,4.081,0,1,China,26-01-2025 01:58,Normal,0
22.237.72.194,192.168.9.50,41598,22,SSH,97,0.482,113,0,United States,23-01-2025 00:13,Brute Force,1
37.139.167.217,192.168.206.74,57635,443,TCP,458,4.253,0,1,Brazil,18-01-2025 16:58,Normal,0
174.40.223.17,192.168.58.116,13195,22,SSH,92,0.176,432,0,Iran,14-01-2025 04:47,Brute Force,1
34.96.125.209,172.16.229.2,15185,443,TCP,1453,0.000398,0,0,Japan,01-01-2025 19:09,DDoS,1
82.124.12.185,192.168.52.108,21988,4444,TCP,570,15988.56,0,1,United States,10-01-2025 18:42,Malware,1
28.129.196.10,10.0.184.99,1641,22,TCP,691,4.361,0,1,Japan,30-01-2025 05:37,Normal,0
235.208.101.6,192.168.41.53,7866,22,SSH,92,0.487,444,0,United States,06-01-2025 16:45,Brute Force,1
94.30.162.165,10.0.88.56,29760,80,TCP,344,3.808,0,1,China,03-01-2025 20:39,Normal,0
235.235.234.17,172.16.226.243,35146,22,DNS,328,0.941,0,1,China,14-01-2025 08:51,Normal,0
44.217.41.10,172.16.89.88,20401,443,TCP,1495,0.000416,0,0,Iran,30-01-2025 23:02,DDoS,1
15.83.168.172,172.16.243.22,30474,53,TCP,709,4.996,0,1,United States,13-01-2025 21:41,Normal,0
186.188.10.72,10.0.226.207,36861,22,SSH,57,0.297,232,0,Ukraine,30-01-2025 01:38,Brute Force,1
215.96.161.169,192.168.67.64,36303,80,HTTP,968,1.715,0,1,United States,26-01-2025 07:26,Normal,0
70.212.71.151,192.168.61.140,24031,4444,TCP,554,13430.48,0,1,United States,13-01-2025 10:43,Malware,1
14.189.115.196,192.168.203.216,13236,443,TCP,1490,0.000566,0,0,India,25-01-2025 14:24,DDoS,1
35.165.174.155,10.0.93.40,42123,22,TCP,886,4.512,0,1,India,25-01-2025 16:31,Normal,0
18.39.195.14,192.168.146.165,6964,61167,TCP,40,0.0001,0,0,Russia,08-01-2025 05:06,Port Scan,1
218.62.123.27,172.16.232.250,16250,22,DNS,970,1.317,0,1,China,21-01-2025 13:59,Normal,0
49.138.166.153,10.0.153.95,58434,80,TCP,1459,0.000393,0,0,Japan,30-01-2025 21:42,DDoS,1
98.241.242.212,192.168.135.214,60545,22,TCP,727,1.998,0,1,Ukraine,21-01-2025 14:20,Normal,0
75.185.150.180,172.16.67.72,18428,80,TCP,1493,0.000647,0,0,Brazil,19-01-2025 18:52,DDoS,1
230.206.179.116,10.0.175.47,57183,443,HTTPS,1383,97.898,7,0,India,22-01-2025 16:15,Phishing,1
162.145.110.219,10.0.110.244,41653,4444,TCP,924,13730.44,0,1,Ukraine,18-01-2025 20:47,Malware,1
229.92.47.20,10.0.84.191,61192,53,TCP,458,1.918,0,1,Russia,18-01-2025 13:32,Normal,0
189.161.9.38,192.168.90.254,22543,22,HTTPS,973,2.369,0,1,United States,02-01-2025 01:08,Normal,0
60.132.229.77,172.16.123.12,51561,22,DNS,637,4.813,0,1,Brazil,15-01-2025 18:41,Normal,0
213.61.135.219,192.168.148.81,41629,21,FTP,416270,953.72,0,1,United States,01-01-2025 10:47,Data Exfiltration,1
244.85.130.18,10.0.40.249,53316,443,HTTPS,562,4.088,0,1,United States,05-01-2025 19:09,Normal,0
59.93.8.112,10.0.129.19,13399,80,DNS,955,4.267,0,1,Ukraine,26-01-2025 16:35,Normal,0
33.225.52.123,10.0.177.54,51505,4444,TCP,533,19870.62,0,1,Japan,24-01-2025 22:58,Malware,1
143.202.46.24,10.0.53.44,52635,22,SSH,94,0.299,174,0,France,03-01-2025 22:15,Brute Force,1
141.94.81.136,172.16.238.4,18697,443,TCP,1456,0.000643,0,0,India,11-01-2025 08:58,DDoS,1
240.157.164.132,10.0.196.66,17586,22,SSH,93,0.397,162,0,India,10-01-2025 14:40,Brute Force,1
245.109.4.215,192.168.13.93,43165,53,HTTPS,680,3.754,0,1,United States,05-01-2025 05:58,Normal,0
131.42.131.152,192.168.49.201,18763,35249,TCP,40,0.0001,0,0,Canada,20-01-2025 06:47,Port Scan,1
56.215.170.113,192.168.33.170,55923,22,SSH,73,0.221,120,0,Russia,25-01-2025 06:42,Brute Force,1
243.80.120.169,192.168.230.11,63829,58883,TCP,40,0.0001,0,0,Canada,25-01-2025 02:33,Port Scan,1
250.10.1.73,172.16.33.35,2523,443,TCP,1468,0.000656,0,0,Canada,28-01-2025 05:52,DDoS,1
165.62.171.21,192.168.220.26,10944,22,SSH,89,0.395,349,0,Russia,20-01-2025 12:05,Brute Force,1
9.160.44.10,172.16.51.197,18422,7369,TCP,40,0.0001,0,0,China,22-01-2025 02:56,Port Scan,1
142.175.81.169,172.16.197.48,11443,53,HTTP,522,3.631,0,1,India,15-01-2025 03:59,Normal,0
217.214.4.13,10.0.195.136,10319,53,TCP,840,0.518,0,1,China,17-01-2025 16:32,Normal,0
234.52.23.59,10.0.16.126,49042,22,SSH,96,0.312,392,0,United States,26-01-2025 12:33,Brute Force,1
74.124.210.198,172.16.70.104,33831,443,DNS,323,3.278,0,1,Russia,14-01-2025 18:14,Normal,0
32.238.226.147,192.168.242.208,27403,4444,TCP,666,12188.89,0,1,Iran,04-01-2025 01:59,Malware,1
117.225.140.68,192.168.184.81,14634,22,TCP,385,2.313,0,1,Iran,27-01-2025 17:42,Normal,0
51.69.23.235,10.0.0.85,35403,22,SSH,89,0.487,358,0,United States,28-01-2025 04:46,Brute Force,1
150.80.33.204,172.16.149.247,52876,4444,TCP,823,15344.22,0,1,United States,17-01-2025 21:32,Malware,1
111.23.33.71,192.168.25.80,17943,22,HTTPS,964,4.203,0,1,United States,24-01-2025 08:42,Normal,0
129.85.81.12,10.0.120.158,24113,22,SSH,90,0.302,294,0,Nigeria,29-01-2025 05:54,Brute Force,1
21.160.201.71,192.168.66.245,13456,22,TCP,719,4.347,0,1,United States,07-01-2025 12:40,Normal,0
169.132.16.202,192.168.125.234,48242,443,HTTP,922,1.206,0,1,Russia,25-01-2025 10:23,Normal,0
114.160.112.192,10.0.166.230,6319,22,SSH,80,0.21,393,0,Netherlands,03-01-2025 02:55,Brute Force,1
156.211.37.164,10.0.176.64,58500,53,HTTP,301,1.672,0,1,United States,06-01-2025 16:20,Normal,0
13.80.134.130,10.0.48.241,17248,22,SSH,95,0.154,385,0,Ukraine,14-01-2025 00:23,Brute Force,1
72.160.208.14,172.16.202.5,2972,80,DNS,722,2.753,0,1,United States,28-01-2025 21:30,Normal,0
15.60.155.57,192.168.244.1,22764,80,TCP,1458,0.000407,0,0,Japan,05-01-2025 09:09,DDoS,1
216.153.254.48,192.168.75.32,3364,22,DNS,370,4.874,0,1,Germany,24-01-2025 03:47,Normal,0
205.160.184.92,10.0.69.56,44420,53,HTTPS,796,3.307,0,1,France,19-01-2025 07:51,Normal,0
107.99.45.233,10.0.135.98,46671,22,TCP,673,1.235,0,1,Nigeria,13-01-2025 18:57,Normal,0
123.109.55.103,192.168.124.152,42272,443,HTTP,504,4.339,0,1,South Korea,27-01-2025 10:30,Normal,0
87.95.26.49,192.168.113.225,35711,443,DNS,689,0.832,0,1,Canada,25-01-2025 10:01,Normal,0
137.104.243.59,10.0.216.130,3197,53,HTTP,574,4.644,0,1,United States,28-01-2025 02:48,Normal,0
169.138.67.12,192.168.118.75,28637,22,HTTPS,774,4.552,0,1,United States,12-01-2025 16:51,Normal,0
212.2.79.32,10.0.132.246,45595,53,TCP,820,2.964,0,1,Brazil,27-01-2025 13:18,Normal,0
232.13.73.47,10.0.205.137,37014,14793,TCP,40,0.0001,0,0,Canada,22-01-2025 20:32,Port Scan,1
15.170.184.107,192.168.134.66,37490,21,FTP,248135,520.03,0,1,Canada,14-01-2025 03:39,Data Exfiltration,1
165.230.90.212,192.168.151.149,54877,22,HTTPS,734,1.146,0,1,Germany,18-01-2025 19:12,Normal,0
35.201.53.202,192.168.148.169,61249,53,TCP,430,2.772,0,1,Netherlands,22-01-2025 14:56,Normal,0
100.232.119.203,192.168.206.113,63470,22,HTTPS,816,2.788,0,1,China,14-01-2025 21:22,Normal,0
180.249.221.196,10.0.212.131,4560,51271,TCP,40,0.0001,0,0,Brazil,24-01-2025 11:29,Port Scan,1
201.107.165.213,192.168.107.50,30710,80,TCP,1482,0.000468,0,0,Russia,16-01-2025 22:36,DDoS,1
180.93.209.68,10.0.109.47,29837,9492,TCP,40,0.0001,0,0,United States,04-01-2025 07:21,Port Scan,1
86.1.25.218,172.16.37.120,49325,22,TCP,405,2.801,0,1,Russia,21-01-2025 01:32,Normal,0
51.154.106.150,10.0.28.209,19833,22,SSH,45,0.438,100,0,Germany,06-01-2025 07:04,Brute Force,1
141.115.79.129,10.0.206.48,15053,22,TCP,791,4.67,0,1,Iran,14-01-2025 20:00,Normal,0
85.133.85.135,172.16.46.131,28524,53,HTTP,536,4.766,0,1,United States,28-01-2025 00:49,Normal,0
168.46.229.37,10.0.214.253,15360,22,SSH,59,0.253,112,0,France,15-01-2025 19:53,Brute Force,1
236.138.86.199,192.168.245.53,32612,4444,TCP,609,14581.23,0,1,Japan,04-01-2025 14:37,Malware,1
237.182.196.68,172.16.132.200,27404,22,SSH,60,0.277,234,0,Germany,22-01-2025 02:30,Brute Force,1
44.12.140.3,172.16.52.145,63927,11257,TCP,40,0.0001,0,0,France,02-01-2025 01:16,Port Scan,1
178.141.91.182,172.16.144.40,3107,53,TCP,361,2.058,0,1,Japan,14-01-2025 11:29,Normal,0
169.50.124.170,172.16.161.218,27546,80,DNS,801,2.731,0,1,United States,04-01-2025 12:31,Normal,0
242.3.205.117,172.16.204.246,41085,22,SSH,41,0.345,112,0,United States,28-01-2025 15:08,Brute Force,1
60.120.222.61,10.0.246.243,45882,22,HTTP,550,2.757,0,1,Ukraine,20-01-2025 16:59,Normal,0
48.54.181.47,172.16.225.112,31186,22,HTTPS,398,3.251,0,1,United States,04-01-2025 02:18,Normal,0
73.78.23.118,172.16.7.13,56152,443,TCP,322,4.298,0,1,Germany,12-01-2025 09:39,Normal,0
230.185.5.152,192.168.227.211,33469,22,HTTPS,610,1.14,0,1,United States,02-01-2025 18:32,Normal,0
125.58.144.181,192.168.243.178,22334,21,FTP,163420,693.98,0,1,Russia,17-01-2025 17:46,Data Exfiltration,1
59.53.251.139,10.0.58.9,35369,4444,TCP,554,14323.75,0,1,United States,18-01-2025 23:37,Malware,1
88.232.202.17,10.0.234.226,49351,53,HTTP,934,3.284,0,1,France,25-01-2025 16:32,Normal,0
236.166.123.132,192.168.125.53,35061,4444,TCP,508,14911.07,0,1,India,17-01-2025 12:21,Malware,1
154.220.110.126,10.0.220.84,30958,443,HTTP,873,4.254,0,1,Japan,04-01-2025 20:43,Normal,0
128.220.59.254,10.0.11.148,46746,4444,TCP,515,16408.24,0,1,Canada,26-01-2025 18:03,Malware,1
72.3.242.40,172.16.193.203,53054,80,DNS,574,3.946,0,1,Brazil,30-01-2025 20:35,Normal,0
80.122.121.231,10.0.65.83,44040,62712,TCP,40,0.0001,0,0,Germany,01-01-2025 00:50,Port Scan,1
82.157.185.147,172.16.242.161,50680,4444,TCP,810,17334.27,0,1,United States,04-01-2025 17:18,Malware,1
3.164.236.122,192.168.85.126,15929,443,HTTPS,544,4.694,0,1,China,05-01-2025 06:35,Normal,0
80.13.249.200,192.168.89.72,7839,22,TCP,520,2.32,0,1,Canada,03-01-2025 01:34,Normal,0
59.118.28.235,172.16.138.250,23734,65317,TCP,40,0.0001,0,0,United States,18-01-2025 20:41,Port Scan,1
146.83.1.26,172.16.31.57,42596,4444,TCP,977,19107.33,0,1,China,14-01-2025 03:36,Malware,1
49.82.170.80,10.0.228.135,5181,14022,TCP,40,0.0001,0,0,China,04-01-2025 09:22,Port Scan,1
79.80.148.249,192.168.13.223,25319,443,TCP,1471,0.000192,0,0,India,27-01-2025 13:02,DDoS,1
153.85.46.29,192.168.52.176,24333,443,DNS,365,0.523,0,1,Russia,20-01-2025 16:40,Normal,0
79.121.14.87,192.168.124.143,18592,21,FTP,463676,902.38,0,1,Netherlands,12-01-2025 10:28,Data Exfiltration,1
